"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.72435,3.1212,-2.6434e-21,-0.22456,1,22.389,24.982,-15.167,0
0.72809,3.1235,8.127e-22,-0.22371,1,22.461,24.989,-15.094,0
0.73265,3.129,3.8762e-21,-0.22302,1,22.534,24.996,-15.022,0
0.73802,3.1377,6.546e-21,-0.2225,1,22.607,25.004,-14.95,0
0.7437,3.1479,7.293e-21,-0.22178,1,22.679,25.011,-14.877,0
0.74942,3.1591,5.4882e-21,-0.22062,1,22.752,25.018,-14.805,0
0.7561,3.1739,3.9329e-21,-0.21964,1,22.825,25.026,-14.733,0
0.76374,3.1925,2.628e-21,-0.21884,1,22.897,25.033,-14.66,0
0.77234,3.2149,1.5744e-21,-0.21823,1,22.97,25.04,-14.588,0
0.7819,3.2411,7.7276e-22,-0.2178,1,23.043,25.048,-14.516,0
0.7867,3.2483,-2.6343e-21,-0.21716,1,23.115,25.055,-14.443,0
0.78823,3.2433,-7.9182e-21,-0.21619,1,23.188,25.062,-14.371,0
0.7902,3.2399,-1.2206e-20,-0.21541,1,23.261,25.07,-14.299,0
0.7926,3.2382,-1.5494e-20,-0.2148,1,23.333,25.077,-14.226,0
0.79544,3.2382,-1.778e-20,-0.21438,1,23.406,25.084,-14.154,0
0.79871,3.2398,-1.906e-20,-0.21415,1,23.479,25.092,-14.082,0
0.80231,3.2429,-1.8411e-20,-0.21408,1,23.552,25.099,-14.009,0
0.80535,3.2452,-8.0428e-21,-0.21406,1,23.624,25.106,-13.937,0
0.8089,3.2495,2.1813e-21,-0.21419,1,23.697,25.114,-13.865,0
0.81298,3.2558,1.226e-20,-0.21448,1,23.77,25.121,-13.793,0
0.81758,3.2642,2.2194e-20,-0.21493,1,23.842,25.128,-13.72,0
0.8227,3.2746,3.1982e-20,-0.21553,1,23.915,25.136,-13.648,0
0.82835,3.287,4.1624e-20,-0.2163,1,23.988,25.143,-13.576,0
0.8334,3.2979,4.0373e-20,-0.21689,1,24.06,25.15,-13.503,0
0.83875,3.3101,3.658e-20,-0.21751,1,24.133,25.158,-13.431,0
0.84459,3.3241,3.2017e-20,-0.21821,1,24.206,25.165,-13.359,0
0.84872,3.3313,2.5492e-20,-0.21877,1,24.278,25.172,-13.286,0
0.85079,3.3305,1.7854e-20,-0.21916,1,24.351,25.18,-13.214,0
0.85313,3.3306,1.0712e-20,-0.21963,1,24.424,25.187,-13.142,0
0.85559,3.3313,3.7513e-21,-0.21998,1,24.497,25.194,-13.069,0
0.85794,3.3322,-3.4325e-21,-0.21992,1,24.569,25.202,-12.997,0
0.86058,3.3341,-9.8601e-21,-0.21996,1,24.642,25.209,-12.925,0
0.86351,3.3371,-1.5529e-20,-0.2201,1,24.715,25.217,-12.852,0
0.86672,3.341,-2.0437e-20,-0.22035,1,24.787,25.224,-12.78,0
0.87022,3.346,-2.4583e-20,-0.22071,1,24.86,25.231,-12.708,0
0.87402,3.352,-2.7964e-20,-0.22118,1,24.933,25.239,-12.635,0
0.87734,3.3572,-2.6273e-20,-0.22151,1,25.005,25.246,-12.563,0
0.8807,3.3627,-2.3444e-20,-0.22187,1,25.078,25.253,-12.491,0
0.88435,3.3693,-2.1084e-20,-0.22236,1,25.151,25.261,-12.418,0
0.8883,3.3769,-1.9195e-20,-0.22295,1,25.223,25.268,-12.346,0
0.89255,3.3856,-1.7777e-20,-0.22367,1,25.296,25.275,-12.274,0
0.89709,3.3954,-1.6831e-20,-0.2245,1,25.369,25.283,-12.201,0
0.90194,3.4062,-1.6361e-20,-0.22545,1,25.441,25.29,-12.129,0
0.9067,3.4177,-1.5038e-20,-0.22644,1,25.514,25.297,-12.057,0
0.90891,3.4209,-1.1965e-20,-0.22755,1,25.587,25.305,-11.985,0
0.90994,3.4202,-8.4143e-21,-0.22875,1,25.66,25.312,-11.912,0
0.91111,3.4198,-5.1012e-21,-0.23003,1,25.732,25.319,-11.84,0
0.9124,3.4199,-2.0268e-21,-0.23138,1,25.805,25.327,-11.768,0
0.91384,3.4204,8.0827e-22,-0.2328,1,25.878,25.334,-11.695,0
0.91539,3.4212,3.3352e-21,-0.23428,1,25.95,25.341,-11.623,0
0.91664,3.4214,4.057e-21,-0.23558,1,26.023,25.349,-11.551,0
0.91802,3.422,4.2154e-21,-0.23692,1,26.096,25.356,-11.478,0
0.91951,3.423,3.8091e-21,-0.2383,1,26.168,25.363,-11.406,0
0.92113,3.4243,2.8366e-21,-0.23971,1,26.241,25.371,-11.334,0
0.92286,3.4261,1.2967e-21,-0.24116,1,26.314,25.378,-11.261,0
0.92472,3.4282,-8.1198e-22,-0.24264,1,26.386,25.385,-11.189,0
0.9267,3.4308,-3.491e-21,-0.24415,1,26.459,25.393,-11.117,0
0.92871,3.4335,-6.4939e-21,-0.24537,1,26.532,25.4,-11.044,0
0.9308,3.4366,-9.462e-21,-0.24655,1,26.605,25.407,-10.972,0
0.933,3.4401,-1.2394e-20,-0.24776,1,26.677,25.415,-10.9,0
0.93531,3.4439,-1.5289e-20,-0.249,1,26.75,25.422,-10.827,0
0.93773,3.4482,-1.8148e-20,-0.25027,1,26.823,25.429,-10.755,0
0.94026,3.4529,-2.0971e-20,-0.25157,1,26.895,25.437,-10.683,0
0.9429,3.4579,-2.3756e-20,-0.2529,1,26.968,25.444,-10.61,0
0.94536,3.4626,-2.282e-20,-0.25392,1,27.041,25.451,-10.538,0
0.94778,3.4674,-2.0216e-20,-0.25485,1,27.113,25.459,-10.466,0
0.95029,3.4725,-1.7404e-20,-0.25582,1,27.186,25.466,-10.394,0
0.95288,3.4779,-1.4382e-20,-0.25683,1,27.259,25.473,-10.321,0
0.95555,3.4836,-1.1152e-20,-0.25787,1,27.331,25.481,-10.249,0
0.95617,3.4835,-7.4738e-21,-0.25895,1,27.404,25.488,-10.177,0
0.95664,3.4829,-4.1017e-21,-0.26009,1,27.477,25.495,-10.104,0
0.95713,3.4824,-1.0165e-21,-0.26122,1,27.549,25.503,-10.032,0
0.95746,3.4821,2.2457e-21,-0.26206,1,27.622,25.51,-9.9596,0
0.95784,3.4819,5.4983e-21,-0.26298,1,27.695,25.517,-9.8873,0
0.95828,3.4819,8.7409e-21,-0.26396,1,27.768,25.525,-9.815,0
0.95876,3.482,1.1974e-20,-0.26501,1,27.84,25.532,-9.7427,0
0.95929,3.4823,1.5197e-20,-0.26612,1,27.913,25.539,-9.6703,0
0.95988,3.4827,1.841e-20,-0.2673,1,27.986,25.547,-9.598,0
0.96051,3.4833,2.1614e-20,-0.26855,1,28.058,25.554,-9.5257,0
0.96099,3.4839,2.1035e-20,-0.26956,1,28.131,25.561,-9.4534,0
0.96143,3.4845,1.8771e-20,-0.2705,1,28.204,25.569,-9.3811,0
0.9619,3.4853,1.6442e-20,-0.2715,1,28.276,25.576,-9.3087,0
0.9624,3.4861,1.4047e-20,-0.27256,1,28.349,25.583,-9.2364,0
0.96294,3.4871,1.1587e-20,-0.27368,1,28.422,25.591,-9.1641,0
0.96352,3.4882,9.0608e-21,-0.27486,1,28.494,25.598,-9.0918,0
0.96413,3.4894,6.469e-21,-0.27609,1,28.567,25.605,-9.0195,0
0.96477,3.4907,3.8111e-21,-0.27739,1,28.64,25.613,-8.9472,0
0.96521,3.4922,1.6432e-21,-0.27838,1,28.713,25.62,-8.8748,0
0.96561,3.4938,-2.6888e-22,-0.27934,1,28.785,25.627,-8.8025,0
0.96605,3.4954,-2.0575e-21,-0.28036,1,28.858,25.635,-8.7302,0
0.96652,3.4972,-3.7224e-21,-0.28143,1,28.931,25.642,-8.6579,0
0.96703,3.4991,-5.2632e-21,-0.28257,1,29.003,25.649,-8.5856,0
0.96757,3.5011,-6.6799e-21,-0.28376,1,29.076,25.657,-8.5132,0
0.96816,3.5031,-7.9721e-21,-0.28501,1,29.149,25.664,-8.4409,0
0.96877,3.5053,-9.1396e-21,-0.28632,1,29.221,25.671,-8.3686,0
0.96908,3.5073,-8.6113e-21,-0.28719,1,29.294,25.679,-8.2963,0
0.9694,3.5093,-7.8744e-21,-0.28808,1,29.367,25.686,-8.224,0
0.96974,3.5113,-7.0199e-21,-0.289,1,29.439,25.693,-8.1516,0
0.97011,3.5134,-6.0476e-21,-0.28996,1,29.512,25.701,-8.0793,0
0.97051,3.5156,-4.9573e-21,-0.29096,1,29.585,25.708,-8.007,0
0.97093,3.5178,-3.7488e-21,-0.29201,1,29.657,25.715,-7.9347,0
0.97032,3.5164,-2.2803e-21,-0.2929,1,29.73,25.723,-7.8624,0
0.96949,3.5142,-6.9654e-22,-0.29379,1,29.803,25.73,-7.7901,0
0.96842,3.5121,-1.6697e-21,-0.29461,1,29.876,25.737,-7.7177,0
0.9672,3.51,-4.1179e-21,-0.29541,1,29.948,25.745,-7.6454,0
0.96601,3.5079,-6.484e-21,-0.29626,1,30.021,25.752,-7.5731,0
0.96483,3.5058,-8.7679e-21,-0.29716,1,30.094,25.759,-7.5008,0
0.96367,3.5037,-1.0969e-20,-0.2981,1,30.166,25.767,-7.4285,0
0.96252,3.5017,-1.3088e-20,-0.29909,1,30.239,25.774,-7.3561,0
0.9614,3.4997,-1.5125e-20,-0.30013,1,30.312,25.781,-7.2838,0
0.96029,3.4977,-1.7079e-20,-0.30121,1,30.384,25.789,-7.2115,0
0.95924,3.4959,-1.8229e-20,-0.3023,1,30.457,25.796,-7.1392,0
0.95828,3.4946,-1.8225e-20,-0.30335,1,30.53,25.803,-7.0669,0
0.95732,3.4933,-1.828e-20,-0.30442,1,30.602,25.811,-6.9945,0
0.95637,3.492,-1.8394e-20,-0.3055,1,30.675,25.818,-6.9222,0
0.95543,3.4907,-1.8567e-20,-0.30659,1,30.748,25.826,-6.8499,0
0.95449,3.4894,-1.8799e-20,-0.3077,1,30.821,25.833,-6.7776,0
0.95357,3.488,-1.909e-20,-0.30883,1,30.893,25.84,-6.7053,0
0.95265,3.4867,-1.944e-20,-0.30997,1,30.966,25.848,-6.633,0
0.95173,3.4854,-1.9849e-20,-0.31113,1,31.039,25.855,-6.5606,0
0.95077,3.4838,-1.7454e-20,-0.31255,1,31.111,25.862,-6.4883,0
0.94977,3.4821,-1.3384e-20,-0.31412,1,31.184,25.87,-6.416,0
0.94876,3.4803,-9.4059e-21,-0.3157,1,31.257,25.877,-6.3437,0
0.94776,3.4785,-5.5194e-21,-0.31729,1,31.329,25.884,-6.2714,0
0.94674,3.4766,-1.7247e-21,-0.31889,1,31.402,25.892,-6.199,0
0.94573,3.4747,1.9781e-21,-0.32049,1,31.475,25.899,-6.1267,0
0.94471,3.4728,5.5888e-21,-0.3221,1,31.547,25.906,-6.0544,0
0.94368,3.4709,9.1073e-21,-0.32372,1,31.62,25.914,-5.9821,0
0.94265,3.4689,1.2533e-20,-0.32534,1,31.693,25.921,-5.9098,0
0.94163,3.4673,1.2995e-20,-0.32739,1,31.766,25.928,-5.8374,0
0.9406,3.4658,1.3179e-20,-0.32947,1,31.838,25.936,-5.7651,0
0.93957,3.4643,1.3351e-20,-0.33157,1,31.911,25.943,-5.6928,0
0.93853,3.4627,1.3512e-20,-0.33367,1,31.984,25.95,-5.6205,0
0.93749,3.4611,1.366e-20,-0.33578,1,32.056,25.958,-5.5482,0
0.93645,3.4595,1.3797e-20,-0.33789,1,32.129,25.965,-5.4759,0
0.9354,3.4579,1.3922e-20,-0.34001,1,32.202,25.972,-5.4035,0
0.93434,3.4562,1.4035e-20,-0.34213,1,32.274,25.98,-5.3312,0
0.93329,3.4545,1.4137e-20,-0.34426,1,32.347,25.987,-5.2589,0
0.9322,3.4522,1.3098e-20,-0.34651,1,32.42,25.994,-5.1866,0
0.93108,3.4496,1.1509e-20,-0.3488,1,32.492,26.002,-5.1143,0
0.92995,3.447,9.9731e-21,-0.35109,1,32.565,26.009,-5.0419,0
0.92881,3.4443,8.4915e-21,-0.35338,1,32.638,26.016,-4.9696,0
0.92765,3.4415,7.0638e-21,-0.35567,1,32.71,26.024,-4.8973,0
0.92647,3.4387,5.6902e-21,-0.35795,1,32.783,26.031,-4.825,0
0.92529,3.4359,4.3706e-21,-0.36023,1,32.856,26.038,-4.7527,0
0.92408,3.433,3.1051e-21,-0.36251,1,32.929,26.046,-4.6803,0
0.92287,3.43,1.8938e-21,-0.36479,1,33.001,26.053,-4.608,0
0.92175,3.4271,1.2732e-21,-0.36685,1,33.074,26.06,-4.5357,0
0.92077,3.4243,1.3505e-21,-0.36866,1,33.147,26.068,-4.4634,0
0.91978,3.4215,1.4226e-21,-0.37045,1,33.219,26.075,-4.3911,0
0.91879,3.4187,1.4896e-21,-0.37225,1,33.292,26.082,-4.3188,0
0.91778,3.4158,1.5514e-21,-0.37404,1,33.365,26.09,-4.2464,0
0.91676,3.4129,1.6081e-21,-0.37583,1,33.437,26.097,-4.1741,0
0.91574,3.41,1.6596e-21,-0.37761,1,33.51,26.104,-4.1018,0
0.91471,3.4071,1.706e-21,-0.37939,1,33.583,26.112,-4.0295,0
0.91366,3.4041,1.7472e-21,-0.38116,1,33.655,26.119,-3.9572,0
0.91261,3.4011,1.7832e-21,-0.38293,1,33.728,26.126,-3.8848,0
0.91131,3.3967,9.7681e-22,-0.38425,1,33.801,26.134,-3.8125,0
0.90984,3.3915,-3.7785e-22,-0.38528,1,33.874,26.141,-3.7402,0
0.90836,3.3862,-1.7478e-21,-0.38631,1,33.946,26.148,-3.6679,0
0.90687,3.3809,-3.1329e-21,-0.38733,1,34.019,26.156,-3.5956,0
0.90537,3.3755,-4.5333e-21,-0.38835,1,34.092,26.163,-3.5232,0
0.90386,3.3702,-5.949e-21,-0.38937,1,34.164,26.17,-3.4509,0
0.90233,3.3647,-7.3799e-21,-0.39038,1,34.237,26.178,-3.3786,0
0.90079,3.3593,-8.8262e-21,-0.39139,1,34.31,26.185,-3.3063,0
0.89924,3.3538,-1.0288e-20,-0.3924,1,34.382,26.192,-3.234,0
0.89768,3.3482,-1.1764e-20,-0.3934,1,34.455,26.2,-3.1617,0
0.89605,3.3427,-1.1307e-20,-0.3935,1,34.528,26.207,-3.0893,0
0.8944,3.3372,-1.0382e-20,-0.39338,1,34.6,26.214,-3.017,0
0.89276,3.3317,-9.4598e-21,-0.39327,1,34.673,26.222,-2.9447,0
0.89112,3.3263,-8.5402e-21,-0.39315,1,34.746,26.229,-2.8724,0
0.88948,3.3208,-7.6233e-21,-0.39303,1,34.818,26.236,-2.8001,0
0.88785,3.3154,-6.7091e-21,-0.39291,1,34.891,26.244,-2.7277,0
0.88621,3.3099,-5.7977e-21,-0.39279,1,34.964,26.251,-2.6554,0
0.88459,3.3045,-4.8891e-21,-0.39267,1,35.037,26.258,-2.5831,0
0.88296,3.2991,-3.9832e-21,-0.39255,1,35.109,26.266,-2.5108,0
0.88134,3.2937,-3.0801e-21,-0.39242,1,35.182,26.273,-2.4385,0
0.87935,3.2874,-2.3031e-21,-0.39203,1,35.255,26.28,-2.3662,0
0.87657,3.2794,-1.7879e-21,-0.39108,1,35.327,26.288,-2.2938,0
0.8738,3.2713,-1.2737e-21,-0.39012,1,35.4,26.295,-2.2215,0
0.87103,3.2633,-7.6043e-22,-0.38916,1,35.473,26.302,-2.1492,0
0.86827,3.2553,-2.481e-22,-0.3882,1,35.545,26.31,-2.0769,0
0.86551,3.2473,2.6329e-22,-0.38724,1,35.618,26.317,-2.0046,0
0.86275,3.2393,7.7374e-22,-0.38628,1,35.691,26.324,-1.9322,0
0.86,3.2313,1.2833e-21,-0.38532,1,35.763,26.332,-1.8599,0
0.85725,3.2234,1.7918e-21,-0.38435,1,35.836,26.339,-1.7876,0
0.85451,3.2154,2.2995e-21,-0.38339,1,35.909,26.346,-1.7153,0
0.85177,3.2075,2.8062e-21,-0.38242,1,35.982,26.354,-1.643,0
0.8485,3.1986,2.7769e-21,-0.38126,1,36.054,26.361,-1.5706,0
0.84515,3.1897,2.6374e-21,-0.38005,1,36.127,26.368,-1.4983,0
0.84183,3.1808,2.4958e-21,-0.37884,1,36.2,26.376,-1.426,0
0.83853,3.1721,2.3521e-21,-0.37762,1,36.272,26.383,-1.3537,0
0.83526,3.1635,2.2063e-21,-0.3764,1,36.345,26.39,-1.2814,0
0.83202,3.155,2.0585e-21,-0.37518,1,36.418,26.398,-1.2091,0
0.82881,3.1467,1.9086e-21,-0.37394,1,36.49,26.405,-1.1367,0
0.82562,3.1384,1.7566e-21,-0.37271,1,36.563,26.412,-1.0644,0
0.82247,3.1303,1.6025e-21,-0.37146,1,36.636,26.42,-0.9921,0
0.81934,3.1223,1.4464e-21,-0.37021,1,36.708,26.427,-0.91978,0
0.81623,3.1144,1.2882e-21,-0.36896,1,36.781,26.435,-0.84746,0
0.81292,3.1064,1.1501e-21,-0.36771,1,36.854,26.442,-0.77514,0
0.80946,3.0982,1.0323e-21,-0.36647,1,36.926,26.449,-0.70282,0
0.80602,3.0901,9.2015e-22,-0.36522,1,36.999,26.457,-0.6305,0
0.80261,3.0821,8.1378e-22,-0.36397,1,37.072,26.464,-0.55818,0
0.79922,3.0743,7.1315e-22,-0.36271,1,37.145,26.471,-0.48586,0
0.79587,3.0665,6.1825e-22,-0.36145,1,37.217,26.479,-0.41355,0
0.79253,3.0589,5.2911e-22,-0.36019,1,37.29,26.486,-0.34123,0
0.78922,3.0513,4.4569e-22,-0.35893,1,37.363,26.493,-0.26891,0
0.78594,3.0439,3.6799e-22,-0.35766,1,37.435,26.501,-0.19659,0
0.78269,3.0366,2.9601e-22,-0.35639,1,37.508,26.508,-0.12427,0
0.77945,3.0293,2.2976e-22,-0.35511,1,37.581,26.515,-0.051953,0
0.77605,3.0216,1.6715e-22,-0.35392,1,37.653,26.523,0.020366,0
0.77217,3.0124,1.0814e-22,-0.35293,1,37.726,26.53,0.092685,0
0.76835,3.0034,5.984e-23,-0.35195,1,37.799,26.537,0.165,0
0.76457,2.9946,2.2246e-23,-0.35097,1,37.871,26.545,0.23732,0
0.76085,2.9859,-4.6356e-24,-0.35,1,37.944,26.552,0.30964,0
0.75719,2.9774,-2.0818e-23,-0.34902,1,38.017,26.559,0.38196,0
0.75357,2.969,-2.6294e-23,-0.34805,1,38.09,26.567,0.45428,0
0.75001,2.9608,-2.1063e-23,-0.34709,1,38.162,26.574,0.5266,0
0.74649,2.9528,-5.1262e-24,-0.34612,1,38.235,26.581,0.59892,0
0.74354,2.9454,0,-0.3456,1,38.308,26.589,0.67123,0
0.74077,2.9383,0,-0.34523,1,38.38,26.596,0.74355,0
0.73803,2.9313,0,-0.34487,1,38.453,26.603,0.81587,0
0.73533,2.9244,0,-0.34452,1,38.526,26.611,0.88819,0
0.73266,2.9176,0,-0.34418,1,38.598,26.618,0.96051,0
0.73003,2.9109,0,-0.34385,1,38.671,26.625,1.0328,0
0.72744,2.9043,0,-0.34354,1,38.744,26.633,1.1051,0
0.72487,2.8978,0,-0.34324,1,38.816,26.64,1.1775,0
0.7224,2.8912,0,-0.34271,1,38.889,26.647,1.2498,0
0.72011,2.8837,0,-0.3415,1,38.962,26.655,1.3221,0
0.71782,2.8762,0,-0.3403,1,39.035,26.662,1.3944,0
0.71555,2.8688,0,-0.33911,1,39.107,26.669,1.4667,0
0.71328,2.8615,0,-0.33793,1,39.18,26.677,1.5391,0
0.71103,2.8542,0,-0.33675,1,39.253,26.684,1.6114,0
0.70879,2.8469,0,-0.33557,1,39.325,26.691,1.6837,0
0.70657,2.8397,0,-0.33441,1,39.398,26.699,1.756,0
0.70435,2.8326,0,-0.33324,1,39.471,26.706,1.8283,0
0.70211,2.824,0,-0.33061,1,39.543,26.713,1.9007,0
0.69987,2.8149,0,-0.32747,1,39.616,26.721,1.973,0
0.69764,2.8058,0,-0.32432,1,39.689,26.728,2.0453,0
0.6954,2.7967,0,-0.32116,1,39.761,26.735,2.1176,0
0.69318,2.7876,0,-0.31798,1,39.834,26.743,2.1899,0
0.69096,2.7785,0,-0.31478,1,39.907,26.75,2.2622,0
0.68875,2.7693,0,-0.31158,1,39.979,26.757,2.3346,0
0.68654,2.7602,0,-0.30835,1,40.052,26.765,2.4069,0
0.6842,2.7507,0,-0.30474,1,40.125,26.772,2.4792,0
0.68141,2.7399,0,-0.29992,1,40.198,26.779,2.5515,0
0.67862,2.7291,0,-0.29506,1,40.27,26.787,2.6238,0
0.67583,2.7183,0,-0.29017,1,40.343,26.794,2.6962,0
0.67304,2.7074,0,-0.28526,1,40.416,26.801,2.7685,0
0.67024,2.6964,0,-0.2803,1,40.488,26.809,2.8408,0
0.66745,2.6853,0,-0.27532,1,40.561,26.816,2.9131,0
0.66465,2.6742,0,-0.27031,1,40.634,26.823,2.9854,0
0.66185,2.663,0,-0.26526,1,40.706,26.831,3.0578,0
0.65807,2.651,0,-0.25986,1,40.779,26.838,3.1301,0
0.65392,2.6387,0,-0.25432,1,40.852,26.845,3.2024,0
0.64975,2.6263,0,-0.24873,1,40.924,26.853,3.2747,0
0.64556,2.6139,0,-0.24312,1,40.997,26.86,3.347,0
0.64134,2.6012,0,-0.23746,1,41.07,26.867,3.4193,0
0.6371,2.5885,0,-0.23178,1,41.143,26.875,3.4917,0
0.63284,2.5757,0,-0.22605,1,41.215,26.882,3.564,0
0.62856,2.5628,0,-0.22029,1,41.288,26.889,3.6363,0
0.62395,2.5498,0,-0.21462,1,41.361,26.897,3.7086,0
0.61826,2.5369,0,-0.20933,1,41.433,26.904,3.7809,0
0.61252,2.5238,0,-0.204,1,41.506,26.911,3.8533,0
0.60692,2.5112,0,-0.19852,1,41.579,26.919,3.9256,0
0.60155,2.4991,0,-0.19283,1,41.651,26.926,3.9979,0
0.59619,2.4871,0,-0.18705,1,41.724,26.933,4.0702,0
0.59086,2.4751,0,-0.18119,1,41.797,26.941,4.1425,0
0.58554,2.4633,0,-0.17525,1,41.869,26.948,4.2148,0
0.58025,2.4515,0,-0.16923,1,41.942,26.955,4.2872,0
0.57439,2.4408,0,-0.16391,1,42.015,26.963,4.3595,0
0.56829,2.4305,0,-0.15884,1,42.087,26.97,4.4318,0
0.56217,2.4203,0,-0.15372,1,42.16,26.977,4.5041,0
0.55602,2.41,0,-0.14855,1,42.233,26.985,4.5764,0
0.54986,2.3997,0,-0.14331,1,42.306,26.992,4.6488,0
0.54367,2.3895,0,-0.13803,1,42.378,26.999,4.7211,0
0.53746,2.3792,0,-0.13268,1,42.451,27.007,4.7934,0
0.53123,2.3689,0,-0.12729,1,42.524,27.014,4.8657,0
0.52494,2.3591,0,-0.12213,1,42.596,27.021,4.938,0
0.51844,2.3509,0,-0.11807,1,42.669,27.029,5.0104,0
0.5119,2.3426,0,-0.114,1,42.742,27.036,5.0827,0
0.5053,2.3343,0,-0.1099,1,42.814,27.044,5.155,0
0.49867,2.3259,0,-0.10579,1,42.887,27.051,5.2273,0
0.49198,2.3174,0,-0.10166,1,42.96,27.058,5.2996,0
0.48526,2.3089,0,-0.097502,1,43.032,27.066,5.3719,0
0.47848,2.3004,0,-0.093328,1,43.105,27.073,5.4443,0
0.47166,2.2918,0,-0.089135,1,43.178,27.08,5.5166,0
0.46496,2.2848,0,-0.086062,1,43.251,27.088,5.5889,0
0.45827,2.2785,0,-0.083492,1,43.323,27.095,5.6612,0
0.45152,2.2722,0,-0.080934,1,43.396,27.102,5.7335,0
0.44471,2.2657,0,-0.078388,1,43.469,27.11,5.8059,0
0.43784,2.2592,0,-0.075855,1,43.541,27.117,5.8782,0
0.4309,2.2526,0,-0.073334,1,43.614,27.124,5.9505,0
0.4239,2.2459,0,-0.070826,1,43.687,27.132,6.0228,0
0.41684,2.2391,0,-0.06833,1,43.759,27.139,6.0951,0
0.40988,2.2328,0,-0.066151,1,43.832,27.146,6.1675,0
0.40353,2.2285,0,-0.065313,1,43.905,27.154,6.2398,0
0.3971,2.2242,0,-0.064509,1,43.977,27.161,6.3121,0
0.3906,2.2198,0,-0.063737,1,44.05,27.168,6.3844,0
0.38403,2.2153,0,-0.062998,1,44.123,27.176,6.4567,0
0.37738,2.2107,0,-0.062293,1,44.195,27.183,6.529,0
0.37066,2.206,0,-0.06162,1,44.268,27.19,6.6014,0
0.36386,2.2012,0,-0.06098,1,44.341,27.198,6.6737,0
0.35699,2.1964,0,-0.060373,1,44.414,27.205,6.746,0
0.35091,2.1934,0,-0.060546,1,44.486,27.212,6.8183,0
0.34515,2.1913,0,-0.061109,1,44.559,27.22,6.8906,0
0.3393,2.189,0,-0.061708,1,44.632,27.227,6.963,0
0.33338,2.1867,0,-0.062343,1,44.704,27.234,7.0353,0
0.32738,2.1843,0,-0.063015,1,44.777,27.242,7.1076,0
0.3213,2.1817,0,-0.063722,1,44.85,27.249,7.1799,0
0.31514,2.1791,0,-0.064466,1,44.922,27.256,7.2522,0
0.3089,2.1764,0,-0.065246,1,44.995,27.264,7.3246,0
0.30278,2.174,0,-0.066119,1,45.068,27.271,7.3969,0
0.29758,2.1734,0,-0.067297,1,45.14,27.278,7.4692,0
0.29231,2.1727,0,-0.068506,1,45.213,27.286,7.5415,0
0.28696,2.1719,0,-0.069747,1,45.286,27.293,7.6138,0
0.28155,2.171,0,-0.071019,1,45.359,27.3,7.6861,0
0.27605,2.17,0,-0.072321,1,45.431,27.308,7.7585,0
0.27049,2.1689,0,-0.073655,1,45.504,27.315,7.8308,0
0.26485,2.1678,0,-0.07502,1,45.577,27.322,7.9031,0
0.25913,2.1665,0,-0.076416,1,45.649,27.33,7.9754,0
0.25406,2.1664,0,-0.077834,1,45.722,27.337,8.0477,0
0.24928,2.1668,0,-0.079274,1,45.795,27.344,8.1201,0
0.24445,2.1672,0,-0.080739,1,45.867,27.352,8.1924,0
0.23956,2.1675,0,-0.082232,1,45.94,27.359,8.2647,0
